WHORegionCode,WHORegionName,CountryIso3,CountryTerritoryArea,IncomeWorldBankJune,Year,AntimicrobialClass,AWaRe,AWaReLabel,RouteOfAdministration,DDD,DID,Note
EMR,Eastern Mediterranean Region,JOR,Jordan,Upper middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,44877951.6125,11.028904383,
EMR,Eastern Mediterranean Region,JOR,Jordan,Upper middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,1074997.900033,0.264184274,
EMR,Eastern Mediterranean Region,JOR,Jordan,Upper middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,0.0,0.0,
EMR,Eastern Mediterranean Region,JOR,Jordan,Upper middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,30913.722227,0.00759715,
EMR,Eastern Mediterranean Region,JOR,Jordan,Upper middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,2387550.000433,0.586748277,
EMR,Eastern Mediterranean Region,JOR,Jordan,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,72865679.22,17.688667145,
EMR,Eastern Mediterranean Region,JOR,Jordan,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,3200146.667,0.776858595,
EMR,Eastern Mediterranean Region,JOR,Jordan,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,3920.0,0.000951608,
EMR,Eastern Mediterranean Region,JOR,Jordan,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,60552296.5752,14.69950504,
EMR,Eastern Mediterranean Region,JOR,Jordan,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,836131.133273,0.202976852,
EMR,Eastern Mediterranean Region,JOR,Jordan,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,0.0,0.0,
EMR,Eastern Mediterranean Region,JOR,Jordan,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,46464.9761903,0.011279733,
EMR,Eastern Mediterranean Region,JOR,Jordan,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,3652150.55363,0.886585784,
EMR,Eastern Mediterranean Region,JOR,Jordan,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,76633894.21,18.35404888,
EMR,Eastern Mediterranean Region,JOR,Jordan,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,3429496.1,0.821374663,
EMR,Eastern Mediterranean Region,JOR,Jordan,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,0.0,0.0,
EMR,Eastern Mediterranean Region,JOR,Jordan,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,65263811.33,15.630879724,
EMR,Eastern Mediterranean Region,JOR,Jordan,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,1248337.86,0.298980685,
EMR,Eastern Mediterranean Region,JOR,Jordan,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,0.0,0.0,
EMR,Eastern Mediterranean Region,JOR,Jordan,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,56921.6,0.013632895,
EMR,Eastern Mediterranean Region,JOR,Jordan,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,4912807.91,1.176632318,
AFR,African Region,KEN,Kenya,Lower middle income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,571967252.6,31.369968413,a
AFR,African Region,KEN,Kenya,Lower middle income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,27857347.0,1.527856869,a
AFR,African Region,KEN,Kenya,Lower middle income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,55934.0,0.003067742,a
AFR,African Region,KEN,Kenya,Lower middle income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,91881035.330003,5.039283568,a
AFR,African Region,KEN,Kenya,Lower middle income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,345605349.582987,18.954981866,a
AFR,African Region,KEN,Kenya,Lower middle income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,75384845.5,4.134537793,a
AFR,African Region,KEN,Kenya,Lower middle income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,14917.3888889,0.000818168,a
AFR,African Region,KEN,Kenya,Lower middle income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,101505023.94544,5.567118363,a
AFR,African Region,KEN,Kenya,Lower middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,226092152.9,12.157270419,a
AFR,African Region,KEN,Kenya,Lower middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,24802836.333,1.333680911,a
AFR,African Region,KEN,Kenya,Lower middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,33717.0,0.001813007,a
AFR,African Region,KEN,Kenya,Lower middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,100574678.56333,5.408031853,a
AFR,African Region,KEN,Kenya,Lower middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,78288882.1637,4.209695466,a
AFR,African Region,KEN,Kenya,Lower middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,115371.5,0.006203676,a
AFR,African Region,KEN,Kenya,Lower middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,19038.888889,0.001023701,a
AFR,African Region,KEN,Kenya,Lower middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,137048716.49699,7.36928852,a
AFR,African Region,KEN,Kenya,Lower middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,115313010.59533,6.077162956,a
AFR,African Region,KEN,Kenya,Lower middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,29682473.667,1.564309425,a
AFR,African Region,KEN,Kenya,Lower middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,87796.2,0.004626992,a
AFR,African Region,KEN,Kenya,Lower middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,83728207.55559,4.412598013,a
AFR,African Region,KEN,Kenya,Lower middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,21961980.87467,1.157428224,a
AFR,African Region,KEN,Kenya,Lower middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,166420.5,0.008770602,a
AFR,African Region,KEN,Kenya,Lower middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,19366.2222222,0.001020676,a
AFR,African Region,KEN,Kenya,Lower middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,15481449.7916,0.81589491,a
AFR,African Region,KEN,Kenya,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,126158533.09667,6.520815262,a
AFR,African Region,KEN,Kenya,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,15858183.667,0.819669376,a
AFR,African Region,KEN,Kenya,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,74734.0,0.003862811,a
AFR,African Region,KEN,Kenya,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,127054624.12219,6.567131938,a
AFR,African Region,KEN,Kenya,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,79576119.1633,4.113088189,a
AFR,African Region,KEN,Kenya,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,151395.0,0.007825266,a
AFR,African Region,KEN,Kenya,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,45494.333333,0.002351513,a
AFR,African Region,KEN,Kenya,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,14872011.356967,0.768696541,a
WPR,Western Pacific Region,KOR,Republic of Korea,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,137236484.0,7.2542805429,
WPR,Western Pacific Region,KOR,Republic of Korea,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,6800430.0,0.359468743,
WPR,Western Pacific Region,KOR,Republic of Korea,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,72211.0,0.003817052,
WPR,Western Pacific Region,KOR,Republic of Korea,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,201450261.0,10.648602071,
WPR,Western Pacific Region,KOR,Republic of Korea,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,10739180.0,0.5676699219,
WPR,Western Pacific Region,KOR,Republic of Korea,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,137235.0,0.007254202,
WPR,Western Pacific Region,KOR,Republic of Korea,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,338795.0,0.017908605,
WPR,Western Pacific Region,KOR,Republic of Korea,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,25089436.0,1.326220268,
WPR,Western Pacific Region,KOR,Republic of Korea,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,181851284.8,9.621447066,
WPR,Western Pacific Region,KOR,Republic of Korea,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,6521974.1,0.345066732,
WPR,Western Pacific Region,KOR,Republic of Korea,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,73938.8,0.003911978,
WPR,Western Pacific Region,KOR,Republic of Korea,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,278664068.2,14.7436493719,
WPR,Western Pacific Region,KOR,Republic of Korea,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,11659198.1,0.616868655,
WPR,Western Pacific Region,KOR,Republic of Korea,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,136884.1,0.007242309,
WPR,Western Pacific Region,KOR,Republic of Korea,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,361726.7,0.019138326,
WPR,Western Pacific Region,KOR,Republic of Korea,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,27204249.0,1.439331242,
WPR,Western Pacific Region,KOR,Republic of Korea,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,229436365.6,12.147016422,
WPR,Western Pacific Region,KOR,Republic of Korea,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,6499190.0,0.344085679,
WPR,Western Pacific Region,KOR,Republic of Korea,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,70373.4,0.003725769,
WPR,Western Pacific Region,KOR,Republic of Korea,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,346220957.3,18.3299262189,
WPR,Western Pacific Region,KOR,Republic of Korea,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,12658645.0,0.6701847911,
WPR,Western Pacific Region,KOR,Republic of Korea,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,152909.8,0.008095481,
WPR,Western Pacific Region,KOR,Republic of Korea,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,356995.6,0.0189003665,
WPR,Western Pacific Region,KOR,Republic of Korea,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,29020014.6,1.536402489,
EMR,Eastern Mediterranean Region,KWT,Kuwait,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,19759775.2,12.681662927,c
EMR,Eastern Mediterranean Region,KWT,Kuwait,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,48000.0,0.030806009,c
EMR,Eastern Mediterranean Region,KWT,Kuwait,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,30247.5,0.019412599,c
EMR,Eastern Mediterranean Region,KWT,Kuwait,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,15966292.33333,10.247036492,c
EMR,Eastern Mediterranean Region,KWT,Kuwait,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,11001.4999993,0.007060698,c
EMR,Eastern Mediterranean Region,KWT,Kuwait,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,0.05,3.21e-08,c
EMR,Eastern Mediterranean Region,KWT,Kuwait,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,1646.5,0.001056728,c
EMR,Eastern Mediterranean Region,KWT,Kuwait,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,38472.345238,0.024691191,c
EMR,Eastern Mediterranean Region,KWT,Kuwait,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,25722791.11,15.014726847,
EMR,Eastern Mediterranean Region,KWT,Kuwait,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,41575.0,0.024267867,
EMR,Eastern Mediterranean Region,KWT,Kuwait,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,36310.0,0.021194618,
EMR,Eastern Mediterranean Region,KWT,Kuwait,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,28283458.79,16.50942179,
EMR,Eastern Mediterranean Region,KWT,Kuwait,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,294866.38,0.172117332,
EMR,Eastern Mediterranean Region,KWT,Kuwait,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,1.5,8.76e-07,
EMR,Eastern Mediterranean Region,KWT,Kuwait,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,24925.24,0.014549219,
EMR,Eastern Mediterranean Region,KWT,Kuwait,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,1289037.92,0.752428156,
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,46645720.4086,17.719849573,f
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,0.0,0.0,f
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,0.0,0.0,f
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,9604854.333,3.648707159,f
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,1647248.0,0.625759159,f
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,0.0,0.0,f
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,0.0,0.0,f
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,684134.65,0.259890146,f
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,43314597.949967,16.21309774,f
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,32500.0,0.012165083,f
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,0.0,0.0,f
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,10460451.333,3.915454094,f
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,943349.999897,0.353105572,f
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,15000.0,0.005614654,f
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,0.0,0.0,f
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,907937.9,0.33985045,f
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,42163873.5,15.557787857,f
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,0.0,0.0,f
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,0.0,0.0,f
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,10667889.683,3.936278877,f
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,925068.0001,0.341335095,f
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,0.0,0.0,f
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,0.0,0.0,f
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,1565250.7,0.577552211,f
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,51665226.6663,18.799248582,
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,0.0,0.0,
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,0.0,0.0,
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,30174146.8,10.979363166,
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,262489.3333037,0.095511134,
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,15300.0,0.005567158,
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,0.0,0.0,
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,423713.283333,0.154175097,
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,41789776.85,14.937070302,
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,0.0,0.0,
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,0.0,0.0,
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,7872800.99,2.814003584,
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,1089279.33,0.389345031,
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,0.0,0.0,
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,0.0,0.0,
WPR,Western Pacific Region,LAO,Lao People's Democratic Republic,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,834142.71,0.29815063,
EUR,European Region,LTU,Lithuania,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,IP,0.0,0.0,
EUR,European Region,LTU,Lithuania,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,IP,0.0,0.0,
EUR,European Region,LTU,Lithuania,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,IP,0.0,0.0,
EUR,European Region,LTU,Lithuania,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,IP,0.0,0.0,
EUR,European Region,LTU,Lithuania,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,11591277.47567,11.068562885,
EUR,European Region,LTU,Lithuania,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,24852.5,0.023731764,
EUR,European Region,LTU,Lithuania,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,3940.0,0.003762319,
EUR,European Region,LTU,Lithuania,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,4413045.5028156,4.214036975,
EUR,European Region,LTU,Lithuania,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,856423.4999736,0.817802629,
EUR,European Region,LTU,Lithuania,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,2048.5,0.001956123,
EUR,European Region,LTU,Lithuania,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,37290.0,0.035608339,
EUR,European Region,LTU,Lithuania,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,595727.4851193,0.568862927,
EUR,European Region,LTU,Lithuania,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,11388440.47137,11.027838451,
EUR,European Region,LTU,Lithuania,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,34091.5,0.03301203,
EUR,European Region,LTU,Lithuania,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,2660.0,0.002575774,
EUR,European Region,LTU,Lithuania,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,4455535.502813,4.314456047,
EUR,European Region,LTU,Lithuania,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,867434.500033,0.839968176,
EUR,European Region,LTU,Lithuania,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,351.5,0.00034037,
EUR,European Region,LTU,Lithuania,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,41550.0,0.040234366,
EUR,European Region,LTU,Lithuania,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,623309.3869067,0.603572867,
EUR,European Region,LTU,Lithuania,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,IP,0.0,0.0,
EUR,European Region,LTU,Lithuania,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,IP,0.0,0.0,
EUR,European Region,LTU,Lithuania,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,IP,31.0333333,3.03e-05,
EUR,European Region,LTU,Lithuania,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,IP,0.0,0.0,
EUR,European Region,LTU,Lithuania,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,IS,0.0,0.0,
EUR,European Region,LTU,Lithuania,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,IS,0.0,0.0,
EUR,European Region,LTU,Lithuania,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,IS,0.0,0.0,
EUR,European Region,LTU,Lithuania,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,IS,22.4,2.19e-05,
EUR,European Region,LTU,Lithuania,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,10765949.4017,10.524882556,
EUR,European Region,LTU,Lithuania,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,31963.0,0.031247298,
EUR,European Region,LTU,Lithuania,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,5735.0,0.005606584,
EUR,European Region,LTU,Lithuania,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,4453808.4027797,4.354080516,
EUR,European Region,LTU,Lithuania,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,796503.7333573,0.778668731,
EUR,European Region,LTU,Lithuania,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,0.0,0.0,
EUR,European Region,LTU,Lithuania,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,55750.0,0.054501668,
EUR,European Region,LTU,Lithuania,High income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,644469.3506,0.630038635,
EUR,European Region,LTU,Lithuania,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,IP,0.0,0.0,
EUR,European Region,LTU,Lithuania,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,IP,0.0,0.0,
EUR,European Region,LTU,Lithuania,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,IP,155.1666667,0.000152095,
EUR,European Region,LTU,Lithuania,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,IP,4256.0,0.004171747,
EUR,European Region,LTU,Lithuania,High income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,IS,0.0,0.0,
